match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind
11137,2,Chennai Super Kings,Royal Challengers Bangalore,14,4,KM Jadhav,AT Rayudu,N Saini,0,0,0,0,0,0,1,0,1,,
11137,2,Chennai Super Kings,Royal Challengers Bangalore,14,5,AT Rayudu,KM Jadhav,N Saini,0,0,0,0,0,0,2,0,2,,
11137,2,Chennai Super Kings,Royal Challengers Bangalore,14,6,AT Rayudu,KM Jadhav,N Saini,0,0,0,0,0,0,2,0,2,,
11137,2,Chennai Super Kings,Royal Challengers Bangalore,14,7,AT Rayudu,KM Jadhav,N Saini,0,0,0,0,0,0,0,0,0,,
11137,2,Chennai Super Kings,Royal Challengers Bangalore,15,1,KM Jadhav,AT Rayudu,Mohammed Siraj,0,0,0,0,0,0,1,0,1,,
11137,2,Chennai Super Kings,Royal Challengers Bangalore,15,2,AT Rayudu,KM Jadhav,Mohammed Siraj,0,0,0,0,0,0,0,0,0,AT Rayudu,bowled
11137,2,Chennai Super Kings,Royal Challengers Bangalore,15,3,RA Jadeja,KM Jadhav,Mohammed Siraj,0,0,0,0,0,0,0,0,0,,
11137,2,Chennai Super Kings,Royal Challengers Bangalore,15,4,RA Jadeja,KM Jadhav,Mohammed Siraj,0,0,0,0,0,0,2,0,2,,
11137,2,Chennai Super Kings,Royal Challengers Bangalore,15,5,RA Jadeja,KM Jadhav,Mohammed Siraj,0,0,0,0,0,0,1,0,1,,
11137,2,Chennai Super Kings,Royal Challengers Bangalore,15,6,KM Jadhav,RA Jadeja,Mohammed Siraj,0,0,0,0,0,0,1,0,1,,
11137,2,Chennai Super Kings,Royal Challengers Bangalore,16,1,KM Jadhav,RA Jadeja,UT Yadav,0,0,0,0,0,0,1,0,1,,
11137,2,Chennai Super Kings,Royal Challengers Bangalore,16,2,RA Jadeja,KM Jadhav,UT Yadav,0,0,0,0,0,0,0,0,0,,
11137,2,Chennai Super Kings,Royal Challengers Bangalore,16,3,RA Jadeja,KM Jadhav,UT Yadav,0,0,0,0,0,0,1,0,1,,
11137,2,Chennai Super Kings,Royal Challengers Bangalore,16,4,KM Jadhav,RA Jadeja,UT Yadav,0,0,0,0,0,0,1,0,1,,
11137,2,Chennai Super Kings,Royal Challengers Bangalore,16,5,RA Jadeja,KM Jadhav,UT Yadav,0,1,0,0,0,0,1,1,2,,
11137,2,Chennai Super Kings,Royal Challengers Bangalore,16,6,RA Jadeja,KM Jadhav,UT Yadav,0,0,0,0,0,0,1,0,1,,
11137,2,Chennai Super Kings,Royal Challengers Bangalore,16,7,KM Jadhav,RA Jadeja,UT Yadav,0,0,0,0,0,0,0,0,0,,
11137,2,Chennai Super Kings,Royal Challengers Bangalore,17,1,RA Jadeja,KM Jadhav,Mohammed Siraj,0,0,0,0,0,0,0,0,0,,
11137,2,Chennai Super Kings,Royal Challengers Bangalore,17,2,RA Jadeja,KM Jadhav,Mohammed Siraj,0,0,0,0,0,0,0,0,0,,
11137,2,Chennai Super Kings,Royal Challengers Bangalore,17,3,RA Jadeja,KM Jadhav,Mohammed Siraj,0,0,0,0,0,0,0,0,0,,
11137,2,Chennai Super Kings,Royal Challengers Bangalore,17,4,RA Jadeja,KM Jadhav,Mohammed Siraj,0,0,0,0,0,0,0,0,0,,
11137,2,Chennai Super Kings,Royal Challengers Bangalore,17,5,RA Jadeja,KM Jadhav,Mohammed Siraj,0,0,0,0,0,0,0,0,0,,
11137,2,Chennai Super Kings,Royal Challengers Bangalore,17,6,RA Jadeja,KM Jadhav,Mohammed Siraj,0,0,0,0,0,0,0,0,0,,
11137,2,Chennai Super Kings,Royal Challengers Bangalore,18,1,KM Jadhav,RA Jadeja,S Dube,0,0,0,0,0,0,1,0,1,,
11137,2,Chennai Super Kings,Royal Challengers Bangalore,18,2,RA Jadeja,KM Jadhav,S Dube,0,1,0,0,0,0,1,1,2,,
11137,2,Chennai Super Kings,Royal Challengers Bangalore,18,3,RA Jadeja,KM Jadhav,S Dube,0,0,0,0,0,0,0,0,0,,
11137,2,Chennai Super Kings,Royal Challengers Bangalore,18,4,RA Jadeja,KM Jadhav,S Dube,0,0,0,0,0,0,0,0,0,,
11137,2,Chennai Super Kings,Royal Challengers Bangalore,18,5,RA Jadeja,KM Jadhav,S Dube,0,0,0,0,0,0,1,0,1,,
